"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","MSZoning_R","Street_R","Alley_R","LotShape_R","LandContour_R","Utilities_R","LotConfig_R","LandSlope_R","Neighborhood_R","Condition1_R","Condition2_R","BldgType_R","HouseStyle_R","RoofStyle_R","RoofMatl_R","Exterior1st_R","Exterior2nd_R","MasVnrType_R","ExterQual_R","ExterCond_R","Foundation_R","BsmtQual_R","BsmtCond_R","BsmtExposure_R","BsmtFinType1_R","BsmtFinType2_R","Heating_R","HeatingQC_R","CentralAir_R","Electrical_R","KitchenQual_R","Functional_R","FireplaceQu_R","GarageType_R","GarageFinish_R","GarageQual_R","GarageCond_R","PavedDrive_R","PoolQC_R","Fence_R","MiscFeature_R","SaleType_R","SaleCondition_R","MSZoning_C","Street_C","Alley_C","LotShape_C","LandContour_C","Utilities_C","LotConfig_C","LandSlope_C","Neighborhood_C","Condition1_C","Condition2_C","BldgType_C","HouseStyle_C","RoofStyle_C","RoofMatl_C","Exterior1st_C","Exterior2nd_C","MasVnrType_C","ExterQual_C","ExterCond_C","Foundation_C","BsmtQual_C","BsmtCond_C","BsmtExposure_C","BsmtFinType1_C","BsmtFinType2_C","Heating_C","HeatingQC_C","CentralAir_C","Electrical_C","KitchenQual_C","Functional_C","FireplaceQu_C","GarageType_C","GarageFinish_C","GarageQual_C","GarageCond_C","PavedDrive_C","PoolQC_C","Fence_C","MiscFeature_C","SaleType_C","SaleCondition_C","YrBltAndRemod","TotalSF","Total_sqr_footage","Total_Bathrooms","Total_porch_sf"
"2027","160","FV",24,11.0869526386441,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",6,3.99151663325503,1999,1999,"Gable","CompShg","MetalSd","MetalSd","Stone",20.3348951941649,"TA","TA","PConc","Gd","TA","No","GLQ",120.6298197842,"Unf",0,35.0671048726015,373.572036195524,"GasA","Gd","Y","SBrkr",5.84441781514811,948.935897080244,0,8.22983825757325,0.993439755709873,0,2,1.06883651632936,3,0.750956851539637,"TA",1.9965772716641,"Typ",0,"None","Detchd",1999,"Unf",2,440,"TA","TA","Y",0,8.53493817619923,0,0,0,0,"None","None","None",0,"4","2008","WD","Normal",11.8913687499821,5,2,0.679604867257693,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,20,5,5,3,7,0.517951725692616,0.507818748023065,5,6,3.95138772019329,1.24785385364991,4,6,3,3,0.660769284439014,6,5,6,4,2,5,2,7,0,2,1,3,5,3,0,0,0,2.30690385500519,5,65,1452,119.495192781323,925,1311,1457,1051,1380,7.83086370369671,1260,1444,43,443,1141,1433,220,214,126,906,1280,645,618,1309,953,416,1254,1426,241,1363,1332,735,1358,0,387,605,1309,1324,1338,0,0,0,1267,1198,3998,34.2050891191089,11.8383777933183,3.5,12.2220849099665
"2028","120","FV",34,12.5929446251329,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,3.99151663325503,2000,2000,"Hip","CompShg","MetalSd","MetalSd","BrkFace",22.1613974245732,"Gd","TA","PConc","Gd","TA","Av","GLQ",188.14419116135,"Unf",0,68.1059765590746,736.893733487983,"GasA","Ex","Y","SBrkr",6.43137035318177,0,0,8.29968173285086,0.993439755709873,0,2,0,2,0.750956851539637,"Ex",1.83465857242314,"Typ",0.903334070668931,"TA","Attchd",2000,"Fin",2,495,"TA","TA","Y",47.5072571796816,12.7884884401001,0,0,0,0,"None","None","None",0,"7","2008","WD","Normal",12.5208870349986,5,2,0,0.78174567719594,0.888575538839921,2,0.678301360238875,0.429656418517716,20,5,5,4,6,0.590519647936442,0.507818748023065,5,6,2.96939576428487,1.62941712868699,4,6,3,3,1.26078409318848,6,5,6,5,2,5,4,7,3,5,3,3,5,3,0,0,0,2.30690385500519,5,65,1452,0,483,1311,1457,1051,1380,7.83086370369671,1260,1444,114,726,284,1433,220,214,445,488,1280,645,618,1309,221,416,1254,1426,739,1363,1332,98,1358,313,869,350,1309,1324,1338,0,0,0,1267,1198,4000,38.6311039055417,12.386045931316,3,51.6354576087463
"2029","120","FV",34,12.490155329602,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,3.99151663325503,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",18.6238856334328,"Gd","TA","PConc","Ex","TA","Av","GLQ",185.139851117289,"Unf",0,46.1585800308268,613.65376264478,"GasA","Ex","Y","SBrkr",6.26322031059054,0,0,8.02105344327524,0.993439755709873,0,1,1.06883651632936,1,0.750956851539637,"Gd",1.83465857242314,"Typ",0.903334070668931,"TA","Attchd",2001,"RFn",2,545,"TA","TA","Y",53.5906658249634,10.2760919756264,0,0,0,0,"None","None","None",0,"7","2008","WD","Normal",12.1232397990369,5,2,0,0.78174567719594,0.888575538839921,2,0.678301360238875,0.429656418517716,20,5,5,4,6,0.517951725692616,0.507818748023065,12,13,2.96939576428487,1.62941712868699,4,6,4,3,1.26078409318848,6,5,6,5,2,5,3,7,3,5,2,3,5,3,0,0,0,2.30690385500519,5,65,1452,0,483,1311,1457,1051,1380,7.83086370369671,1260,1444,114,726,1141,1433,515,504,445,488,1280,645,119,1309,221,416,1254,1426,739,1363,1332,586,1358,313,869,422,1309,1324,1338,0,0,0,1267,1198,4002,35.8354713339304,12.0603838177837,2.5,54.2085459068033
"2030","120","FV",42,12.4181961443891,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,3.99151663325503,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Av","GLQ",179.866242426954,"Unf",0,58.5233017060449,658.211491379678,"GasA","Ex","Y","SBrkr",6.32353068386097,0,0,8.12049390672945,0.993439755709873,0,1,1.06883651632936,2,0.750956851539637,"Ex",1.83465857242314,"Typ",0.903334070668931,"TA","Attchd",2001,"Fin",2,588,"TA","TA","Y",36.7393300422124,11.7634084539528,0,0,0,0,"None","None","None",0,"9","2008","WD","Normal",12.3597846577283,5,2,0,0.78174567719594,0.888575538839921,2,0.678301360238875,0.429656418517716,20,5,5,4,6,0.517951725692616,0.507818748023065,12,13,1.98439706006336,1.62941712868699,4,6,4,3,1.26078409318848,6,5,6,5,2,5,4,7,3,5,3,3,5,3,0,0,0,2.30690385500519,5,65,1452,0,483,1311,1457,1051,1380,7.83086370369671,1260,1444,114,726,1141,1433,515,504,864,488,1280,645,119,1309,221,416,1254,1426,739,1363,1332,98,1358,313,869,350,1309,1324,1338,0,0,0,1267,1198,4002,36.8469297665243,12.1277328609288,2.5,41.7898624512625
"2031","120","FV",35,12.2823940210303,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,3.99151663325503,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",22.1613974245732,"Gd","TA","PConc","Gd","TA","Av","GLQ",202.754953470381,"Unf",0,55.4757441360385,714.022713977709,"GasA","Ex","Y","SBrkr",6.39333201503863,0,0,8.23627332702798,0.993439755709873,0,2,0,2,0.750956851539637,"Ex",1.83465857242314,"Typ",0.903334070668931,"TA","Attchd",1999,"RFn",2,484,"TA","TA","Y",31.7411486800185,16.6109022075882,0,0,0,0,"None","None","None",0,"6","2008","WD","Normal",12.2060776455177,5,2,0,0.78174567719594,0.888575538839921,2,0.678301360238875,0.429656418517716,20,5,5,4,6,0.517951725692616,0.507818748023065,12,13,2.96939576428487,1.62941712868699,4,6,3,3,1.26078409318848,6,5,6,5,2,5,4,7,3,5,2,3,5,3,0,0,0,2.30690385500519,5,65,1452,0,483,1311,1457,1051,1380,7.83086370369671,1260,1444,114,726,1141,1433,515,504,445,488,1280,645,618,1309,221,416,1254,1426,739,1363,1332,98,1358,313,869,422,1309,1324,1338,0,0,0,1267,1198,3999,38.0544648924169,12.414659045409,3,44.7035951784423
"2032","160","FV",24,10.9803102291447,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","SLvl",7,3.99151663325503,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",20.3348951941649,"Gd","TA","PConc","Gd","TA","No","GLQ",128.348733552209,"Unf",0,19.0733163590095,341.648446070453,"GasA","Ex","Y","SBrkr",5.76602580984226,860.085988393238,0,8.10725777820744,0.993439755709873,0,2,1.06883651632936,3,0.750956851539637,"Gd",1.83465857242314,"Typ",0,"None","Detchd",1999,"Unf",2,462,"TA","TA","Y",9.23250343021264,0,0,0,0,0,"None","None","None",0,"6","2008","WD","Normal",12.1172468962895,5,2,0.679604867257693,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,20,5,5,3,5,0.517951725692616,0.507818748023065,12,13,2.96939576428487,1.62941712868699,4,6,3,3,0.660769284439014,6,5,6,5,2,5,3,7,0,2,1,3,5,3,0,0,0,2.30690385500519,5,65,1452,119.495192781323,925,1311,1457,1051,1380,7.83086370369671,1260,1444,43,65,1141,1433,515,504,445,488,1280,645,618,1309,953,416,1254,1426,739,1363,1332,586,1358,0,387,605,1309,1324,1338,0,0,0,1267,1198,3999,33.0338748798055,11.7337464263404,3.5,8.87803731947239
"2033","60","FV",79,14.3511760940593,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,3.99151663325503,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",30.2177262143384,"TA","TA","PConc","TA","TA","No","GLQ",140.465291303455,"Unf",0,33.1694162712939,423.354451854812,"GasA","Ex","Y","SBrkr",5.95325086222538,1103.78647531088,0,8.41017029984306,0.993439755709873,0,2,1.06883651632936,3,0.750956851539637,"TA",2.13736935538079,"Typ",0.903334070668931,"TA","Attchd",2001,"Fin",2,546,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"6","2008","WD","Normal",12.1547846142867,5,2,0,0.78174567719594,0.888575538839921,2,1.32775594936095,0.429656418517716,20,5,5,5,7,0.517951725692616,0.507818748023065,12,13,2.96939576428487,1.24785385364991,4,6,2,3,0.660769284439014,6,5,6,5,2,5,2,7,3,5,3,3,5,3,0,0,0,2.30690385500519,5,65,1452,0,483,1311,1457,262,1380,7.83086370369671,1260,1444,1218,443,1141,1433,515,504,445,906,1280,645,649,1309,953,416,1254,1426,739,1363,1332,735,1358,313,869,350,1309,1324,1338,0,0,0,1267,1198,4002,35.9637718348114,12.2102125992476,3.5,0
"2034","160","FV",24,11.3824879649949,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,3.99151663325503,1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",28.9343069170912,"Gd","TA","PConc","Gd","TA","No","GLQ",130.172737476322,"Unf",0,49.8592370701735,467.202771862817,"GasA","Ex","Y","SBrkr",6.02849818582374,742.062332726603,0,8.25933487851211,0.993439755709873,0,2,1.06883651632936,3,0.750956851539637,"Gd",2.13736935538079,"Typ",0,"None","Detchd",1999,"Unf",2,480,"TA","TA","Y",38.8742360051917,0,0,0,0,0,"None","None","None",0,"12","2008","WD","Normal",12.1781925834156,5,2,0.679604867257693,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,20,5,5,3,7,0.517951725692616,0.507818748023065,5,6,2.96939576428487,1.62941712868699,4,6,3,3,0.660769284439014,6,5,6,5,2,5,3,7,0,2,1,3,5,3,0,0,0,2.30690385500519,5,65,1452,119.495192781323,925,1311,1457,1051,1380,7.83086370369671,1260,1444,43,443,1141,1433,220,214,445,488,1280,645,618,1309,953,416,1254,1426,739,1363,1332,586,1358,0,387,605,1309,1324,1338,0,0,0,1267,1198,3998,35.479168136891,11.943009378503,3.5,36.0928850520936
"2035","160","FV",24,11.3824879649949,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,3.99151663325503,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",28.6516654087286,"Gd","TA","PConc","Gd","TA","No","GLQ",159.343654663572,"Unf",0,29.6236939381902,467.202771862817,"GasA","Ex","Y","SBrkr",6.02849818582374,767.833731514388,0,8.27578093739046,0.993439755709873,0,2,1.06883651632936,3,0.750956851539637,"Gd",2.13736935538079,"Typ",0,"None","Detchd",2000,"Unf",2,480,"TA","TA","Y",38.8742360051917,0,0,0,0,0,"None","None","None",0,"12","2008","ConLD","Normal",12.0867315216846,5,2,0.679604867257693,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,20,5,5,3,7,0.517951725692616,0.507818748023065,5,6,2.96939576428487,1.62941712868699,4,6,3,3,0.660769284439014,6,5,6,5,2,5,3,7,0,2,1,3,5,3,0,0,0,1.27975914535631,5,65,1452,119.495192781323,925,1311,1457,1051,1380,7.83086370369671,1260,1444,43,443,1141,1433,220,214,445,488,1280,645,618,1309,953,416,1254,1426,739,1363,1332,586,1358,0,387,605,1309,1324,1338,0,0,0,9,1198,3999,35.5809879242592,12.1631336415288,3.5,36.0928850520936
"2036","160","FV",36,12.200861138584,"Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",10,3.99151663325503,1998,1999,"Gable","CompShg","BrkFace","MetalSd","None",0,"Ex","TA","PConc","Gd","TA","Mn","BLQ",42.3686046856115,"GLQ",12.4599680545192,0,471.469622627652,"GasA","Ex","Y","SBrkr",6.34960450406877,1112.47881192203,0,8.77679037446227,0.993439755709873,0,2,1.06883651632936,2,0.750956851539637,"Ex",2.13736935538079,"Typ",0.903334070668931,"TA","Attchd",1998,"Fin",2,846,"TA","TA","Y",0,14.7877808807267,0,0,16.7353143236633,0,"None","None","None",0,"2","2008","WD","Normal",12.2060776455177,5,2,0.679604867257693,0.78174567719594,0.888575538839921,2,0.678301360238875,0.429656418517716,20,5,5,4,7,0.517951725692616,0.507818748023065,11,6,1.98439706006336,1.94303842119628,4,6,3,3,1.01876002303482,2,4,6,5,2,5,4,7,3,5,3,3,5,3,0,0,0,2.30690385500519,5,65,1452,119.495192781323,483,1311,1457,1051,1380,7.83086370369671,1260,1444,114,443,1141,1433,50,214,864,50,1280,645,618,1309,114,148,14,1426,739,1363,1332,98,1358,313,869,350,1309,1324,1338,0,0,0,1267,1198,3997,39.0829798078852,12.9333510245762,3.5,38.0932293533235
"2037","120","RL",22,14.4385832552516,"Pave","None","IR2","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,3.99151663325503,1995,1995,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","Gd","LwQ",122.189545329798,"GLQ",11.7700388798989,0,580.659378340218,"GasA","Ex","Y","SBrkr",6.22106409520975,0,0,7.95187133391675,0.993439755709873,0,1,1.06883651632936,1,0.750956851539637,"Gd",1.64399504694992,"Typ",0.903334070668931,"Fa","Attchd",1995,"Fin",2,477,"TA","TA","Y",39.3231424225379,7.26725991111398,0,0,0,0,"None","None","None",0,"8","2008","WD","Normal",12.0668163253066,4,2,0,0.992011138528983,0.888575538839921,2,1.69478219767961,0.429656418517716,21,5,5,4,6,0.590519647936442,0.507818748023065,11,12,1.98439706006336,1.62941712868699,4,6,3,3,1.44195296880716,3,4,6,5,2,5,3,7,2,5,3,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,41,1311,1457,94,1380,3.35982012950325,1260,1444,114,726,284,1433,50,25,864,488,1280,645,618,1309,132,74,14,1426,739,1363,1332,586,1358,33,869,350,1309,1324,1338,0,0,0,1267,1198,3990,35.100875837037,12.2092793912501,2.5,39.6483997496936
"2038","60","RL",92,16.3180054959565,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","1Fam","2Story",9,2.53943935245642,1977,1977,"Mansard","CompShg","Wd Sdng","Wd Sdng","BrkFace",41.6046391496452,"Gd","Gd","CBlock","Gd","TA","No","GLQ",97.8127156199793,"Unf",0,67.8989046927682,481.687979710537,"GasA","TA","Y","SBrkr",6.41330543286169,1638.64183220679,0,9.03996842049396,0,0,2,2.23719666304203,3,0.750956851539637,"Gd",2.37375281692154,"Typ",0.903334070668931,"Gd","Attchd",1977,"RFn",3,864,"TA","TA","Y",34.3717343757036,12.98351836715,4.65650700042989,0,0,0,"None","None","None",0,"6","2008","WD","Family",12.5672409790562,4,2,0,0.78174567719594,0.888575538839921,2,1.69478219767961,0.429656418517716,21,5,5,5,7,0.557878962443063,0.507818748023065,6,5,2.96939576428487,1.62941712868699,3,3,3,3,0.660769284439014,6,5,6,3,2,5,3,7,4,5,2,3,5,3,0,0,0,2.30690385500519,3,1149,1452,0,483,1311,1457,94,1380,3.35982012950325,1260,1444,1218,443,7,1433,206,197,445,488,146,634,618,1309,953,416,1254,1426,428,1363,1332,586,1358,378,869,422,1309,1324,1338,0,0,0,1267,20,3954,41.2745695241435,12.9269683253085,3,43.3830548755303
"2039","20","RL",103,15.3318244671111,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",8,6.63766874904602,1976,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Ex","Ex","CBlock","Gd","None","Mn","GLQ",190.352099276637,"Rec",10.1823503598573,0,661.058179604955,"GasA","Ex","Y","SBrkr",6.44631063023679,0,0,8.32464757698845,0.993439755709873,0,3,0,3,0.750956851539637,"Ex",1.9965772716641,"Typ",0.903334070668931,"Gd","Attchd",1976,"RFn",2,550,"TA","TA","Y",53.9654945104886,14.7877808807267,0,0,0,0,"None","GdWo","None",0,"5","2008","WD","Normal",12.2060776455177,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,21,5,5,5,6,0.517951725692616,0.507818748023065,12,13,1.98439706006336,1.94303842119628,5,3,3,0,1.01876002303482,6,3,6,5,2,5,4,7,4,5,2,3,5,3,0,2.08383321073425,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,3.35982012950325,1260,1444,1218,726,1141,1433,515,504,864,50,3,634,618,0,114,416,54,1426,739,1363,1332,98,1358,378,869,422,1309,1324,1338,0,6.79265186705059,0,1267,1198,3983,37.9822372115032,12.737927216206,4,59.141499005833
"2040","60","FV",60,13.569682423224,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,3.99151663325503,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,90.7034746284142,463.785330299129,"GasA","Ex","Y","SBrkr",6.02050646316491,1033.08569718322,0,8.42620133538159,0,0,2,1.06883651632936,3,0.750956851539637,"TA",2.13736935538079,"Typ",0.903334070668931,"TA","Attchd",2002,"RFn",2,469,"TA","TA","Y",35.011825657723,16.5360756893349,0,0,0,0,"None","None","None",0,"4","2008","WD","Normal",12.1749946899593,5,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,20,5,5,5,7,0.517951725692616,0.507818748023065,12,13,0,1.62941712868699,4,6,3,3,0.660769284439014,5,5,6,5,2,5,2,7,3,5,2,3,5,3,0,0,0,2.30690385500519,5,65,1452,0,925,1311,1457,1051,1380,7.83086370369671,1260,1444,1218,443,1141,1433,515,504,0,488,1280,645,618,1309,953,430,1254,1426,739,1363,1332,735,1358,313,869,422,1309,1324,1338,0,0,0,1267,1198,4004,36.5096983949614,11.5080132468411,2.5,46.9299003382066
"2041","80","RL",70,14.4467890040346,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,4.67950029371714,1969,1969,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","GLQ",161.429600010497,"Unf",0,68.9298695288377,661.464707913473,"GasA","Gd","Y","SBrkr",6.32776599370044,0,0,8.12749784485456,0,0.710895287299139,2,0,4,0.750956851539637,"TA",2.13736935538079,"Typ",0,"None","Attchd",1969,"RFn",2,516,"TA","TA","Y",0,0,0,0,26.0090137586097,0,"None","None","None",0,"5","2008","WD","Normal",11.8270133158518,4,2,0,0.78174567719594,0.888575538839921,2,0.678301360238875,0.429656418517716,14,5,5,5,5,0.517951725692616,0.507818748023065,5,6,1.98439706006336,1.24785385364991,4,3,2,3,1.26078409318848,6,5,6,4,2,5,2,7,0,5,2,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,483,1311,1457,1051,1380,7.38380387294813,1260,1444,1218,65,1141,1433,220,214,864,906,1280,634,649,1309,221,416,1254,1426,241,1363,1332,735,1358,0,869,422,1309,1324,1338,0,0,0,1267,1198,3938,36.9190576656052,12.0013582560394,2.5,42.1607903548643
"2042","20","RL",85,14.4357048523297,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,3.99151663325503,1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",78.4100772857159,"Unf",0,115.734399026491,787.101920225596,"GasA","Fa","Y","SBrkr",6.47658335057409,0,0,8.37534048661504,0,0,1,1.06883651632936,4,0.750956851539637,"TA",2.26196795863693,"Typ",0.903334070668931,"TA","Attchd",1968,"RFn",2,512,"TA","TA","Y",10.7925579066099,0,0,0,24.4562657727974,0,"None","GdWo","None",0,"10","2008","WD","Family",12.0317252107486,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,14,5,5,5,6,0.517951725692616,0.507818748023065,9,10,1.98439706006336,1.24785385364991,4,3,2,3,0.660769284439014,1,5,6,2,2,5,2,7,3,5,2,3,5,3,0,2.08383321073425,0,2.30690385500519,3,1149,1452,0,925,1311,1457,1051,1380,7.38380387294813,1260,1444,1218,726,1141,1433,222,207,864,906,1280,634,649,1309,953,133,1254,1426,49,1363,1332,735,1358,313,869,422,1309,1324,1338,0,6.79265186705059,0,1267,20,3936,39.5484492876549,11.7750135192174,1.5,42.2839889308704
"2043","20","RL",60,15.1994506109021,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5.3480401495633,1967,1967,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",128.805730441832,"BLQ",9.49240531543736,77.0721185595487,739.295333253388,"GasA","Ex","Y","SBrkr",6.42308882393336,0,0,8.28585778254116,0,0,2,0,4,0.750956851539637,"Gd",2.26196795863693,"Typ",0.903334070668931,"Gd","Attchd",1967,"Unf",2,578,"TA","TA","Y",0,12.1840693404584,13.9810531860869,0,0,0,"None","None","Shed",6.44548922158076,"8","2008","WD","Normal",12.0754000198775,4,2,0,0.78174567719594,0.888575538839921,2,1.69478219767961,0.429656418517716,14,5,5,5,6,0.517951725692616,0.507818748023065,10,11,1.98439706006336,1.24785385364991,4,3,2,3,0.660769284439014,4,1,6,5,2,5,3,7,4,5,1,3,5,3,0,0,1.19184400113152,2.30690385500519,5,1149,1452,0,483,1311,1457,94,1380,7.38380387294813,1260,1444,1218,726,1141,1433,108,142,864,906,1280,634,649,1309,953,220,33,1426,739,1363,1332,586,1358,378,869,605,1309,1324,1338,0,0,0.597938944029032,1267,1198,3934,38.5816285729945,12.2536973959516,2,46.6986413296111
"2044","90","RL",75,14.1527511612495,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","Duplex","1Story",5,4.67950029371714,1965,1965,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,124.317974017917,741.295824927099,"GasA","Ex","Y","SBrkr",6.42539879508923,0,0,8.28971264061149,0,0,2,0,4,1.24854328855515,"TA",2.26196795863693,"Typ",0,"None","Detchd",1965,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"8","2008","ConLD","Normal",11.8494048444231,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,14,4,5,2,6,0.517951725692616,0.507818748023065,5,6,1.98439706006336,1.24785385364991,4,3,2,3,0.660769284439014,5,5,6,5,2,5,2,7,0,2,1,3,5,3,0,0,0,1.27975914535631,5,1149,1452,0,925,1311,1457,1051,1380,7.38380387294813,26,1444,52,726,1141,1433,220,214,864,906,1280,634,649,1309,953,430,1254,1426,739,1363,1332,735,1358,0,387,605,1309,1324,1338,0,0,0,9,1198,3930,38.6228666343836,11.2666132002558,2,0
"2045","60","RL",73,13.9268567130804,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","2Story",5,4.67950029371714,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",147.876483319866,"Unf",0,0,368.279000480507,"GasA","Ex","Y","SBrkr",5.81848946049527,874.875489954856,0,8.15940395504419,0,0,1,1.06883651632936,4,0.750956851539637,"TA",2.13736935538079,"Typ",0,"None","Attchd",1968,"Unf",2,470,"TA","TA","Y",0,9.6430477423905,0,0,0,0,"None","None","None",0,"6","2008","WD","Normal",11.9829353441964,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,11,3,5,5,7,0.517951725692616,0.507818748023065,5,6,1.98439706006336,1.24785385364991,4,3,2,3,0.660769284439014,3,5,6,5,2,5,2,7,0,5,1,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,10.8378960723203,80,1444,1218,443,1141,1433,220,214,864,906,1280,634,649,1309,953,74,1254,1426,739,1363,1332,735,1358,0,869,605,1309,1324,1338,0,0,0,1267,1198,3936,33.6912880682567,11.9409376226211,1.5,14.1874181020574
